carry	transportation
transport	move
carry	have
impart	bring
carry	communicate
carry	hold
hold	include
carry	effect
carry	continue
carry	imply
carry	win
carry	include
behave	act
behave	hold
stock	have
carry	circulate
dribble	hit
carry	communicate
carry	have
carry	range
carry	sustain
carry	have
carry	have
carry	influence
carry	compensate
carry	promote
carry	bear
carry	appropriate
post	transfer
carry	transfer
carry	follow
carry	grow
carry	propel
carry	drink
carry	nourish
carry	have
carry	travel
carry	obtain
carry	win
carry	perform
have_a_bun_in_the_oven	give_birth
stranger	intruder
stranger	person
growth	organic_process
growth	development
increase	process
growth	vegetation
emergence	beginning
growth	illness
growth	object
voter	citizen
match	lighter
match	contest
match	lighter
match	duplicate
match	score
catch	adult
peer	person
couple	family
match	counterpart
match	equal
match	supply
match	join
equal	compete
match	adjust
meet	cope
match	join
pit	confront
match	adjust
equal	change
buttocks	body_part
ass	fool
ass	equine
fuck	sexual_intercourse
arsenic	chemical_element
metaphor	trope
child	juvenile
child	offspring
child	person
child	descendant
Croatian	Slav
bargain	purchase
buy	get
bribe	pay
buy	be
buy	get
buy	believe
like	kind
like	kind
wish	desire
like	see
like	desire
fascist	rightist
declare	state
announce	state
declare	affirm
declare	evaluate
declare	authorize
declare	play
declare	state
declare	proclaim
climate	environmental_condition
climate	condition
attempt	activity
try	act
test	evaluate
judge	decide
sample	consume
hear	probe
try	pain
try	afflict
try	melt
try_on	wear
embody	typify
be	take
be	stay
cost	be
jail	correctional_institution
imprison	confine
prison	correctional_institution
prison	situation
know	knowing
know	experience
acknowledge	accept
sleep_together	copulate
know	recognize
know	distinguish
know	remember
kirk	church
Canadian	North_American
left	position
left	faction
left	hand
left_field	tract
left	turn
leave	make
leave	refrain
exit	move
leave	yield
leave	produce
leave	change
entrust	pass
bequeath	give
leave	have
impart	tell
forget	lose
working	excavation
work	succeed
work	transform
exercise	work
make	pass
work	work
work	go
work	move
bring	make
work	use
cultivate	fix
work	be
influence	affect
work	operate
work	manage
work	stimulate
work	capture
shape	create_from_raw_material
work	move
knead	manipulate
exploit	use
solve	understand
ferment	convert
sour	change_state
work	become
dream	imagination
dream	imagination
ambition	desire
pipe_dream	fantasy
dream	reverie
dream	perfection
dream	imagine
dream	perceive
control	power
control	relation
control	bodily_process
control_condition	criterion
control	activity
