user	person
exploiter	selfish_person
drug_user	person
hunter	skilled_worker
eighteen	large_integer
barricade	obstruct
obstruct	prevent
stop	prevent
jam	interrupt
block	operate
block	anesthetize
obstruct	hide
block	emboss
stuff	clog
obstruct	impede
block	hold
parry	fence
block	shape
block	shape
freeze	withhold
tease	mock
clarence	carriage
professor	academician
prove	be
prove	confirm
testify	inform
prove	prove
test	evaluate
rise	grow
raise	raise
prove	print
prove	authenticate
gun	weapon
artillery	armament
gunman	shot
gunman	murderer
grease-gun	pump
accelerator	pedal
gun	discharge
gun	blast
government	polity
government	social_control
government	system
politics	social_science
associate	think
yoke	attach
fill	enough
filling	material
fill	change
fill	change_state
occupy	be
fill	work
meet	provide
fill	hire
fill_up	eat
satiate	consume
fill	repair
holmium	metallic_element
inherit	get
inherit	receive
child	juvenile
child	offspring
child	person
child	descendant
shotgun	firearm
polls	position
poll	inquiry
pate	top
poll	top
poll	parrot
poll	count
poll	survey
poll	vote
poll	get
poll	snip
dessert	course
sweet	dainty
sweet	taste
sweetness	taste_property
rally	gathering
rally	feat
rally	convalescence
rally	automobile_race
rally	group_action
beat_up	collect
call_up	call
muster	gather
rally	recover
tease	mock
worse	bad
rust	ferric_oxide
rust	plant_disease
rust	corrosion
rust	oxidation
rust	fungus
corrode	decay
corrode	damage
rust	oxidise
fake	imitation
imposter	deceiver
juke	feint
forge	re-create
fudge	cheat
talk_through_one's_hat	feign
collusion	agreement
connivance	agreement
color	visual_property
color	interest
color	timbre
color	race
semblance	appearance
coloring_material	material
color	kind
color	appearance
color	change
tinge	affect
color	influence
color	decorate
color	apologize
discolor	change
dead	people
dead	time
judge	adjudicator
judge	official
evaluator	authority
judge	decide
evaluate	think
estimate	calculate
pronounce	declare
judge	decide
please	satisfy
please	wish
please	satisfy
amaze	surprise
perplex	confuse
up	increase
coward	person
Catholic	Christian
lie	falsehood
lie	position
lie	be
dwell	exist
lie	be
lie	misinform
lie	be
lie_down	change_posture
sodium	metallic_element
knee	hinge_joint
stifle	joint
knee	cloth_covering
reminder	message
reminder	experience
admonisher	defender
coach	trainer
coach	teacher
passenger_car	car
coach	carriage
bus	public_transport
coach	teach
coach	drive
qualify	suffice
qualify	pronounce
qualify	modify
qualify	prepare
stipulate	contract
qualify	remember
modify	add
steel	alloy
sword	weapon
steel	sharpener
steel	brace
steel	cover
National_Rifle_Association	lobby
suffer	experience
suffer	experience
suffer	feel
digest	permit
suffer	worsen
suffer	be
hurt	perceive
suffer	be
suffer	tend
suffer	experience
suffer	worsen
Bible	sacred_text
bible	handbook
boycott	ostracize
Hollywood	film_industry
Hollywood	spirit
fool	simpleton
chump	victim
jester	clown
fool	deceive
fritter	consume
gull	deceive
horse_around	joke
horse_around	play
recognize	know
realize	make
gain	get
realize	sell
realize	harmonize
person	causal_agent
person	organism
labor	class
parturiency	parturition
British_Labour_Party	labor_party
labor	work
labor	work
tug	fight
labor	undergo
thank	convey
fellow	man
dandy	man
control	power
control	relation
control	bodily_process
control_condition	criterion
control	activity
dominance	condition
restraint	discipline
command	skillfulness
control	mechanism
control	spirit
control	economic_policy
control	restrain
operate	manipulate
manipulate	interact
control	test
control	see
see	verify
master	know
Federal_Bureau_of_Investigation	law_enforcement_agency
champion	rival
champion	defender
supporter	advocate
ace	expert
champion	back
Canadian	North_American
victor	combatant
winner	contestant
creep	unpleasant_person
crazy	lunatic
nigger	Black
stun	immobilize
sandbag	hit
stun	desensitize
old	past
left	position
left	faction
left	hand
left_field	tract
left	turn
leave	make
leave	refrain
exit	move
leave	yield
leave	produce
leave	change
entrust	pass
bequeath	give
leave	have
impart	tell
forget	lose
courage	spirit
fearlessness	feeling
violence	aggression
ferocity	intensity
violence	turbulence
history	record
report	news
account	relationship
explanation	statement
score	reason
account	importance
account	statement
report	informing
bill	statement
account	profit
account	be
report	inform
account	declare
age	property
historic_period	era
age	time_of_life
long_time	time_period
old_age	time_of_life
age	develop
senesce	develop
age	change
spread	change_of_location
dissemination	transmission
spread	extension
spread	move
spread	cover
unfold	undo
circulate	publicize
go_around	travel
spread	circulate
diffuse	spread
spread	cover
leg	limb
leg	limb
leg	support
branch	subfigure
leg	cut
peg	prosthesis
leg	cloth_covering
leg	distance
stage	travel
autonomy	independence
liberty	freedom
liberty	freedom
shore_leave	leave
familiarity	misbehavior
Committee_for_State_Security	Russian_agency
senate	legislature
United_States_Senate	senate
information_technology	engineering
much	large_indefinite_quantity
team	unit
team	animal_group
team	group
penis	erectile_organ
probe	inquiry
investigation	work
fetus	vertebrate
back	body_part
rear	side
back	position
back	football_player
spinal_column	skeletal_structure
binding	protective_covering
back	cloth_covering
back	support
back	position
back	approve
back	travel
second	support
back	finance
back	lie
bet_on	bet
back	switch
back	confirm
back	strengthen
clash	conflict
jolt	move
jar	move
jar	affect
jar	put
gun	weapon
artillery	armament
gunman	shot
